Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:0000000000000001,Port#:4,1261,12720109,25340538,1789,1101,4,556,5646165,144,5,1,0,0,0,0,0,7,6077,5953,Blackhole
of:0000000000000007,Port#:2,242,24224,12724055,2311,126,59,4317,4207228,207,4,2,639949,6399495,639949,6399495,639949,7,2834,2775,TCP-SYN
of:000000000000000c,Port#:2,2145,44183988,56916647,3314,1502,0,0,560,4,4,3,330,6876,330,6876,330,8,13266,13054,Diversion
of:0000000000000004,Port#:1,305,6320994,6337961,552,141,4,556,560,4,5,4,0,0,0,0,0,9978,1471,1363,Overflow
of:0000000000000001,Port#:4,7407,151599815,75989865,5358,2716,87,3152034,4001,52,5,4,0,0,0,0,0,606,19653,19525,Blackhole
of:000000000000000a,Port#:3,3291,12781325,20246,152,171,96,5528,556,4,5,3,0,0,0,0,0,8,4801,4696,TCP-SYN
of:0000000000000004,Port#:2,370,6328913,40484,409,226,2,278,278,2,5,3,0,0,0,0,0,4,2321,2225,PortScan
of:000000000000000c,Port#:3,1076,12689049,12680570,956,712,4,556,556,4,5,3,0,0,0,0,0,4,3756,3646,Blackhole
of:000000000000000b,Port#:2,514,59617,59161,498,547,4,556,556,4,5,2,0,0,0,0,0,504,1791,1671,Blackhole
of:0000000000000004,Port#:1,399,50233,18972975,1116,494,4,556,560,4,4,5,-720,0,-720,0,-720,7,5640,5482,Diversion
of:000000000000000a,Port#:4,2308,50490368,49223136,3561,1936,81,5366,4858948,133,5,1,564560,6303287,564560,6303287,564560,6,8075,7996,Blackhole
of:0000000000000004,Port#:1,2821,50589563,44306679,2938,1471,2,278,280,2,5,5,0,0,0,0,0,4,12677,12465,Diversion
of:0000000000000002,Port#:2,661,6335064,39391,600,56,130,794432,7937,129,5,2,1821,30097,1821,30097,1821,8,1249,1197,TCP-SYN
of:0000000000000003,Port#:4,2625,25436355,50646581,3272,2032,67,4714,5645364,136,5,3,0,0,0,0,0,6,8430,8273,Diversion
of:000000000000000a,Port#:4,227,15773,12629534,518,196,0,0,560,4,5,1,0,0,0,0,0,6,2248,2151,PortScan
of:0000000000000008,Port#:1,1491,31571015,23566,177,206,4,556,560,4,5,5,0,0,0,0,0,6,3683,3578,PortScan
of:000000000000000b,Port#:1,1500,37849508,25370741,2210,1212,133,5644874,4832,71,5,3,0,0,0,0,0,8,9938,9741,Diversion
of:0000000000000003,Port#:4,305216,25521339,106575847,285196,1817,4,556,278,2,5,4,0,7681,0,7681,0,5,995294,995170,Normal
of:0000000000000005,Port#:2,3848,56983928,44365252,3326,2192,2,278,278,2,5,4,0,0,0,0,0,6,15676,15453,Diversion
of:000000000000000a,Port#:4,957,6391323,12688735,1034,762,4,556,556,4,5,1,0,0,0,0,0,6,4113,3996,Blackhole
of:000000000000000b,Port#:1,2691,50571549,37985953,2643,1271,4,556,560,4,5,5,0,0,0,0,0,4,12016,11809,Diversion
of:000000000000000c,Port#:2,152,10705,6323275,364,136,0,0,278,2,5,1,0,0,0,0,0,4,1768,1670,Blackhole
of:0000000000000003,Port#:3,314,34303,31993856,125842,241,2,278,296092,5480,5,3,0,0,0,0,0,8,252839,252732,PortScan
of:0000000000000004,Port#:1,182,19849,60057,149,121,5,598,280,2,5,5,630175,6302618,630175,6302618,630175,10,1968,1874,Overflow
of:000000000000000a,Port#:2,461,12614784,6338487,545,166,0,0,560,4,4,2,0,0,0,0,0,8,1880,1786,PortScan
of:000000000000000a,Port#:1,2863,75689546,44421356,4076,2292,4,296,708,6,5,2,29,4662,29,4662,29,205,16390,16165,Diversion
of:0000000000000005,Port#:2,2004,6500431,31686311,2295,1546,2,278,278,2,5,2,0,0,0,0,0,4,5932,5855,Blackhole
of:0000000000000008,Port#:1,166,22124,6613342,5649,191,2,280,10808,197,5,4,0,0,0,0,0,6,6311,6200,TCP-SYN
of:0000000000000002,Port#:1,1735,44159692,25409506,2532,1516,0,0,556,4,5,1,0,0,0,0,0,4,5892,5815,Blackhole
of:0000000000000001,Port#:1,2819,12753458,149537,2523,136,97,5412,5462,98,4,2,469,115830,469,115830,469,7,5552,5440,TCP-SYN
of:000000000000000c,Port#:3,504,6333389,14669,105,116,5,598,560,4,5,3,0,0,0,0,0,6,1184,1094,TCP-SYN
of:0000000000000005,Port#:2,471,12615450,6348461,624,266,0,0,280,2,5,1,0,0,0,0,0,4,3215,3113,PortScan
of:0000000000000001,Port#:4,4500,80707243,50643207,3377,1736,131,4858670,278,2,5,4,0,0,0,0,0,10,12161,12041,Blackhole
of:000000000000000a,Port#:4,4893,75945190,38113976,3637,2576,4,556,560,4,5,5,0,0,0,0,0,12,17757,17531,Diversion
of:0000000000000001,Port#:3,3272,50646581,25436355,2625,2032,136,5645364,4714,67,5,4,0,0,0,0,0,6,13231,13015,Diversion
of:0000000000000001,Port#:2,2696,63095360,57074250,4633,3007,0,0,278,2,5,3,0,0,0,0,0,4,22862,22637,Diversion
of:0000000000000009,Port#:2,69756,3776750,16448,117,136,3,320,278,2,5,2,0,0,0,0,0,5,70463,70349,PortScan
of:000000000000000a,Port#:3,105,14009,2539868,46850,106,4,556,598,5,5,2,0,0,0,0,0,7,47907,47811,PortScan
of:0000000000000005,Port#:3,296,6311949,6322625,373,76,59,2101316,3675,47,4,1,0,0,0,0,0,8,1112,1025,PortScan
of:000000000000000b,Port#:2,2353,6432371,121496,2068,131,99,5835,5835,99,4,4,475,104166,475,104166,475,6,4826,4732,TCP-SYN
of:0000000000000003,Port#:2,2560,50502824,69621750,4446,2517,0,0,278,2,4,3,0,0,0,0,0,4,16053,15830,Diversion
of:0000000000000009,Port#:1,1818,6510621,12804422,1835,2066,78,5717,556,4,5,2,0,0,0,0,0,6,10047,9908,Blackhole
of:0000000000000007,Port#:1,127,17838,18006,131,151,2,278,278,2,5,3,0,0,0,0,0,5,621,509,TCP-SYN
of:0000000000000004,Port#:1,67,9120,9120,67,56,4,556,556,4,4,4,0,0,0,0,0,4,200,122,TCP-SYN
of:0000000000000007,Port#:1,135,18274,48229,573,151,2,280,2686,34,5,4,0,0,0,0,0,6,1143,1036,TCP-SYN
of:000000000000000c,Port#:2,5826,157687068,99441094,413684,2477,0,0,280,2,5,2,0,0,0,0,0,4,668011,667875,Normal
of:000000000000000b,Port#:2,140,18384,6440034,2504,151,2,278,5516,99,4,2,496,117558,496,117558,496,6,3226,3111,TCP-SYN
of:0000000000000009,Port#:2,598,6345558,12650212,788,246,4,556,630,5,4,4,0,0,0,0,0,8,257000,256898,PortScan
of:0000000000000003,Port#:2,317,39753,47360,423,407,2,278,5169,72,5,3,0,0,0,0,0,5,1496,1385,Blackhole
of:0000000000000006,Port#:3,368,6321918,17450,180,66,142,5515102,5788,77,5,3,0,0,0,0,0,9,38670,38571,PortScan
of:0000000000000007,Port#:2,589,49267,25306907,2219,151,34,2686,1450329,140,5,1,486290,11236395,486290,11236395,486290,9,3069,2963,TCP-SYN
of:0000000000000006,Port#:1,664,6365175,58568,427,637,4,556,556,4,5,2,747,7945,747,7945,747,6,3468,3354,Blackhole
of:0000000000000007,Port#:2,827,18947180,50505,504,326,4,556,556,4,5,3,0,0,0,0,0,6,2506,2402,Blackhole
of:000000000000000a,Port#:2,1893,111367,15599,119,126,97,5408,278,2,5,3,0,0,0,0,0,6,4735,4633,TCP-SYN
of:0000000000000009,Port#:1,2766,38032294,44355362,3214,2091,4,556,280,2,5,4,0,0,0,0,0,206,15210,14989,Diversion
of:0000000000000004,Port#:1,537,6340571,12648979,775,264,5,626,560,4,5,4,0,0,0,0,0,4,2182,2028,Diversion
of:0000000000000003,Port#:1,796,12652526,31183,237,286,4,556,626,5,5,3,0,0,0,0,0,5,144948,144837,PortScan
of:0000000000000001,Port#:1,232,23877,16972,128,136,3,320,322,3,4,5,0,0,0,0,0,4,1238,1138,TCP-SYN
of:0000000000000006,Port#:2,74,10185,10031,71,66,6,829,759,5,5,3,0,0,0,0,0,8,820,726,PortScan
of:0000000000000007,Port#:1,150,19806,6489626,3286,166,4,556,2631934,167,4,3,0,0,0,0,0,8,7516,7423,TCP-SYN
of:000000000000000c,Port#:2,2145,12843828,25457164,2609,2487,4,556,556,4,5,5,0,0,0,0,0,8,17597,17373,Diversion
of:0000000000000005,Port#:2,5770,94869335,262362,1926,2856,99,3677115,556,4,5,3,446417,6303683,446417,6303683,446417,5,19439,19306,Blackhole
of:0000000000000008,Port#:3,4939,69634545,99693371,5600,1896,4,560,4858948,133,5,3,0,0,0,0,0,9,15088,14955,Blackhole
of:0000000000000003,Port#:4,4893,88505655,19113924,2193,1946,2,278,278,2,5,4,0,0,0,0,0,5,12510,12387,Blackhole
of:0000000000000009,Port#:1,209181,23908291,27212,207,251,12039,651405,278,2,5,1,0,0,0,0,0,6,210544,210431,PortScan
of:0000000000000003,Port#:3,252,26365,18929456,669,156,4,556,2889495,81,5,1,0,0,0,0,0,7,1976,1863,PortScan
of:0000000000000003,Port#:3,321,34473,25738,185,236,4,556,556,4,4,2,0,0,0,0,0,6,120463,120351,PortScan
of:0000000000000002,Port#:1,11,926,14773,111,116,0,0,560,4,5,2,0,0,0,0,0,6,99351,99253,PortScan
of:0000000000000008,Port#:2,56,7882,16767,186,46,2,278,3197,42,4,3,0,0,0,0,0,8,25488,25407,PortScan
of:0000000000000003,Port#:4,3437,38079056,50642261,3154,2082,4,556,556,4,5,2,0,0,0,0,0,6,11630,11499,Blackhole
of:000000000000000c,Port#:2,1660,44154804,25351581,2118,887,0,0,280,2,5,1,0,0,0,0,0,4,6858,6742,Blackhole
of:000000000000000c,Port#:2,11,926,12967,96,96,0,0,280,2,5,1,0,0,0,0,0,8,70674,70577,PortScan
of:0000000000000009,Port#:3,2442,50561442,25425557,2878,1336,2,280,4201920,109,5,2,0,0,0,0,0,8,7046,6969,Blackhole
of:000000000000000c,Port#:3,278,30123,18932361,682,196,4,556,556,4,5,2,0,0,0,0,0,7,6785,6683,TCP-SYN
of:0000000000000002,Port#:2,3321,25499423,44390139,3558,2296,2,278,278,2,5,2,0,0,0,0,0,4,9184,9103,Blackhole
of:0000000000000004,Port#:1,276,29674,31538982,1028,191,4,556,560,4,4,3,0,0,0,0,0,6,2222,2123,TCP-SYN
of:0000000000000008,Port#:2,422,12617014,17703,182,66,65,2102147,3019,35,5,3,0,0,0,0,0,6,800,714,PortScan
of:0000000000000004,Port#:1,2229,12855504,25468882,2694,2617,4,556,556,4,5,5,0,0,0,0,0,4,19712,19488,Diversion
of:0000000000000007,Port#:3,2120,19098767,173307,1386,1732,4,556,556,4,5,4,0,0,0,0,0,4,8582,8447,Blackhole
of:000000000000000c,Port#:1,5456,115849560,143517343,414253,2417,70,2233058,3946,55,5,1,318,3180,318,3180,318,6,667443,667307,Normal
of:0000000000000003,Port#:4,305202,25519393,106566424,285071,1797,2,278,556,4,4,4,0,0,0,0,0,6,995139,995015,Normal
of:000000000000000a,Port#:3,4148,57015703,50682861,3550,2377,120,4596005,556,4,5,2,0,0,0,0,0,505,13471,13339,Blackhole
of:0000000000000008,Port#:1,111,15231,15399,115,121,4,556,556,4,5,3,0,0,0,0,0,4,922,834,TCP-SYN
of:000000000000000a,Port#:4,507,12617849,6542440,904,291,0,0,322,3,4,1,0,0,0,0,0,6,4673,4566,Overflow
of:000000000000000c,Port#:2,2020,44179433,44366898,3379,2062,0,0,280,2,5,2,0,0,0,0,0,6,13396,13265,Blackhole
of:0000000000000004,Port#:2,287347,138206474,25579024,305683,2370,2,278,556,4,5,4,0,7747,0,7747,0,5,963126,962982,Normal
of:0000000000000001,Port#:3,2110,31602649,69620809,4269,2656,0,0,278,2,5,2,0,0,0,0,0,604,18410,18282,Blackhole
of:0000000000000006,Port#:2,1633,30127921,44321049,2938,1726,129,4858392,5578,82,5,2,1291,12914,1291,12914,1291,8,11841,11721,Blackhole
of:0000000000000003,Port#:3,1496,82769,6391374,1648,106,96,5184,5740,100,5,2,491,6376693,491,6376693,491,6,3612,3527,TCP-SYN
of:0000000000000005,Port#:1,2882,38040846,44357322,3228,2111,77,5228,560,4,5,4,617021,6171018,617021,6171018,617021,207,15516,15295,Diversion
of:0000000000000001,Port#:2,240,24401,6327186,401,131,5,759,6316,85,4,1,0,0,0,0,0,5,881,770,PortScan
of:000000000000000c,Port#:2,647,84556,6395951,933,893,2,278,280,2,5,4,0,0,0,0,0,6,2892,2771,TCP-SYN
of:000000000000000c,Port#:3,180187,152579317,178458729,290533,2387,60,4272,2364822,76,4,3,0,0,0,0,0,10,667104,666968,Normal
of:0000000000000001,Port#:2,11,926,11325,85,76,0,0,556,4,5,1,0,0,0,0,0,8,4706,4611,TCP-SYN
of:0000000000000007,Port#:1,86,11715,57427,934,81,4,560,5686,99,5,4,0,7548,0,7548,0,7,1571,1466,TCP-SYN
of:0000000000000001,Port#:4,269,33697,25341725,1474,291,2,278,278,2,5,1,-630337,0,-630337,0,-630337,7,2652,2534,Overflow
of:000000000000000a,Port#:2,1622,18982690,63204299,3168,1622,0,0,560,4,5,3,0,0,0,0,0,4,11364,11150,Diversion
of:0000000000000003,Port#:1,315333,69924326,44861015,316090,1457,0,0,320,3,5,1,0,0,0,0,0,6,990407,990283,Normal
of:000000000000000b,Port#:2,325,6313512,6347095,590,324,0,0,560,4,5,2,0,0,0,0,0,5,2579,2423,Diversion
of:000000000000000a,Port#:1,3374,44373513,56993289,3904,2242,2,278,5252096,133,4,3,630330,12606593,630330,12606593,630330,6,15985,15852,Blackhole
of:0000000000000004,Port#:2,609,18952822,65003,768,223,0,0,280,2,5,1,0,0,0,0,0,4,1831,1735,Overflow
of:0000000000000004,Port#:2,282806,68638697,19169314,304688,1280,61,4595,278,2,5,4,443,14966,443,14966,443,6,952976,952844,Normal
of:000000000000000a,Port#:3,111,14903,14675,107,116,5,626,556,4,5,1,0,0,0,0,0,5,1346,1237,TCP-SYN
of:0000000000000003,Port#:2,359,12607732,26423,305,76,152,6170689,6839,95,5,2,0,0,0,0,0,10,70073,69979,PortScan
of:0000000000000002,Port#:2,225,15618,12623489,472,131,47,3379,3414782,94,5,2,0,0,0,0,0,8,1504,1401,PortScan
of:0000000000000001,Port#:1,226,22923,12666464,1284,121,2,278,1319257,141,4,1,634207,6342071,634207,6342071,634207,7,2629,2533,TCP-SYN
of:0000000000000003,Port#:2,1430,31555553,48925041,413595,1137,0,0,556,4,5,2,0,0,0,0,0,5,985022,984899,Normal
of:0000000000000008,Port#:3,717,12642062,12634417,605,171,4,556,556,4,4,2,0,0,0,0,0,5,4664,4559,TCP-SYN
of:0000000000000001,Port#:2,131,18006,18006,131,151,2,278,278,2,5,1,0,0,0,0,0,6,1815,1711,TCP-SYN
of:000000000000000a,Port#:1,294,6319262,153953,2550,126,2,278,5356,96,5,3,0,0,0,0,0,8,5454,5368,TCP-SYN
of:0000000000000001,Port#:3,4026,69554837,56963273,3895,1692,4,556,278,2,5,3,0,7734,0,7734,0,5,14646,14420,Diversion
of:000000000000000c,Port#:4,5297,82288476,57083266,4726,3087,2,278,4898,72,5,4,0,6546,0,6546,0,7,23389,23164,Diversion
of:0000000000000006,Port#:1,2585,6446447,6446552,2588,156,107,6118,6118,107,5,3,507,116046,507,116046,507,8,6151,6058,TCP-SYN
of:0000000000000008,Port#:2,1512,25270032,44323918,2915,1847,0,0,556,4,5,1,0,0,0,0,0,4,5625,5549,Blackhole
of:0000000000000005,Port#:1,844,6350142,19116824,1270,281,0,0,278,2,4,2,0,0,0,0,0,6,4235,4131,Overflow
of:0000000000000005,Port#:3,143,19868,19952,145,171,4,556,556,4,5,1,0,0,0,0,0,6,956,849,TCP-SYN
of:0000000000000001,Port#:1,1341,31549801,25319691,1785,671,0,0,556,4,5,1,0,0,0,0,0,4,5318,5206,Blackhole
of:000000000000000b,Port#:2,1417,12721983,100016,858,917,4,556,556,4,5,4,0,0,0,0,0,5,5671,5544,Blackhole
of:0000000000000003,Port#:4,1199,73110,62835,1040,76,101,5794,5902,103,5,3,518,51138,518,51138,518,6,2480,2376,TCP-SYN
of:0000000000000004,Port#:1,178146,13843528,12630302,299539,1010,4,556,278,2,5,2,0,0,0,0,0,4,950185,950060,Normal
of:0000000000000006,Port#:3,5418,82269914,219272,1616,2376,4,556,556,4,5,4,0,0,0,0,0,5,14374,14241,Blackhole
of:000000000000000c,Port#:1,687,6348387,6324161,333,176,2,278,278,2,5,3,0,0,0,0,0,6,7744,7630,TCP-SYN
of:0000000000000006,Port#:2,1974,19090576,25399472,2220,1756,4,556,556,4,5,1,0,0,0,0,0,5,9320,9190,Blackhole
of:0000000000000002,Port#:1,1823,44162640,31714699,2733,1592,0,0,556,4,5,2,0,0,0,0,0,4,5686,5534,Diversion
of:0000000000000007,Port#:3,2358,19132418,101157528,5794,2086,2,278,278,2,5,3,0,6303287,0,6303287,0,6,11821,11684,Blackhole
of:000000000000000a,Port#:1,361,12607887,36192,375,186,0,0,280,2,5,2,0,0,0,0,0,8,182270,182173,PortScan
of:0000000000000003,Port#:2,602,12624320,12648154,774,221,0,0,560,4,4,1,0,0,0,0,0,4,1561,1491,PortScan
of:000000000000000b,Port#:2,308,6321383,16356788,69533,146,4,556,273634,5061,5,3,0,0,0,0,0,6,139539,139436,PortScan
of:0000000000000005,Port#:1,91,12063,12063,91,86,2,278,278,2,5,4,0,0,0,0,0,5,623,532,TCP-SYN
of:0000000000000001,Port#:3,72,10101,10227,75,66,6,829,829,6,5,1,0,0,0,0,0,7,2062,1958,TCP-SYN
of:000000000000000b,Port#:1,2029,56762700,35376423,239695,1790,0,0,560,4,5,1,0,0,0,0,0,5,512677,512595,Normal
of:000000000000000c,Port#:3,1520,90625,12620904,450,111,99,5516,278,2,5,3,0,0,0,0,0,5,2271,2178,TCP-SYN
of:000000000000000c,Port#:3,77,10505,10421,75,71,2,278,278,2,5,1,0,0,0,0,0,6,869,765,TCP-SYN
of:0000000000000009,Port#:2,936,124853,38007430,2880,1326,2,278,278,2,5,1,0,0,0,0,0,6,10683,10552,Blackhole
of:0000000000000005,Port#:3,568,66462,6369853,737,612,4,556,556,4,5,3,0,0,0,0,0,6,3599,3480,Blackhole
of:0000000000000003,Port#:2,120,16352,16352,120,131,5,759,759,5,5,2,0,0,0,0,0,7,2058,1954,TCP-SYN
of:0000000000000009,Port#:3,211,28539,28595,213,261,5,759,556,4,5,1,0,0,0,0,0,6,2119,2004,PortScan
of:0000000000000004,Port#:3,4544,57031279,194182,1435,2096,4,556,556,4,5,4,0,0,0,0,0,6,12673,12541,Blackhole
of:0000000000000002,Port#:2,4248,63304512,38079150,3338,2261,4,556,560,4,4,5,0,0,0,0,0,204,16305,16080,Diversion
of:000000000000000a,Port#:3,149,19376,26909,259,161,3,320,320,3,5,2,0,0,0,0,0,5,884,784,TCP-SYN
of:0000000000000004,Port#:1,2528,152876,19033223,2615,136,95,5316,2631714,166,5,3,631338,6408640,631338,6408640,631338,7,5360,5261,TCP-SYN
of:0000000000000009,Port#:1,62353,22230791,16678,125,131,5,759,833,6,4,5,0,0,0,0,0,6,124715,124611,PortScan
of:0000000000000006,Port#:3,88235,23658028,27543,268,161,5326,287774,278,2,4,3,0,0,0,0,0,6,170596,170497,PortScan
of:000000000000000a,Port#:2,4028,82058330,107537432,6433,3197,0,0,560,4,5,3,0,0,0,0,0,6,23665,23434,Diversion
of:0000000000000001,Port#:2,132,9188,6320433,301,136,0,0,280,2,5,1,0,0,0,0,0,4,548,487,PortScan
of:0000000000000003,Port#:2,2035,44150704,44390170,3558,2306,0,0,278,2,5,2,0,0,0,0,0,4,14732,14605,Blackhole
of:0000000000000002,Port#:1,344,32490,12624782,480,146,4,560,560,4,5,2,0,0,0,0,0,4,828,758,PortScan
of:0000000000000004,Port#:3,93211,23927568,11025112,87303,171,5221,282274,282274,5221,5,3,0,0,0,0,0,6,180968,180862,PortScan
of:000000000000000a,Port#:3,135,9379,6311497,232,46,51,3643,2495409,70,5,1,0,0,0,0,0,8,23799,23719,PortScan
of:000000000000000b,Port#:2,2929,38047420,50666330,3440,2181,4,556,6038898,143,5,4,0,0,0,0,0,206,15841,15616,Diversion
of:0000000000000007,Port#:3,122,16852,17214,126,141,4,556,556,4,5,1,0,0,0,0,0,6,1161,1062,TCP-SYN
of:0000000000000005,Port#:2,921,12672677,81199,799,597,4,556,556,4,5,4,0,6303353,0,6303353,0,5,2789,2676,Blackhole
of:0000000000000009,Port#:1,2842,75688152,44405302,3955,2122,0,0,740,5,5,2,0,2072,0,2072,0,206,15556,15331,Diversion
of:0000000000000003,Port#:3,3790,38150210,38161130,3937,3167,4,556,556,4,5,4,0,0,0,0,0,8,22666,22439,Diversion
of:0000000000000004,Port#:2,3896,69545361,56961605,3883,1672,4,556,556,4,5,3,0,0,0,0,0,8,14480,14254,Diversion
of:0000000000000005,Port#:3,1410,19019049,25354305,2055,1092,5,598,320,3,5,4,0,0,0,0,0,6,8339,8173,Diversion
of:000000000000000a,Port#:2,1513,18975500,56894105,2947,1542,0,0,560,4,5,3,0,0,0,0,0,4,10656,10446,Diversion
of:000000000000000a,Port#:2,948,25231025,22958160,245315,1075,0,0,280,2,5,2,0,0,0,0,0,4,644814,644690,Normal
of:0000000000000003,Port#:4,691,12630491,18951566,941,231,98,3807829,4533,60,5,1,0,0,0,0,0,8,241861,241755,PortScan
of:000000000000000b,Port#:1,2028,56762630,35371943,239663,1740,0,0,560,4,5,1,0,0,0,0,0,4,512318,512237,Normal
of:000000000000000a,Port#:1,3046,81993238,44451014,4343,2547,0,0,560,4,5,2,0,5032,0,5032,0,12,17702,17476,Diversion
of:0000000000000002,Port#:2,131,17812,17854,132,146,4,556,598,5,5,1,0,0,0,0,0,6,6127,6015,TCP-SYN
of:000000000000000c,Port#:2,46142,2495000,15101497,46380,116,2,112,602,5,5,2,0,0,0,0,0,8,92732,92634,PortScan
of:0000000000000009,Port#:3,1994,50469106,31770630,3170,2086,0,0,278,2,5,1,0,0,0,0,0,7,13737,13611,Blackhole
of:000000000000000c,Port#:1,686,12637053,12710843,2057,111,2,278,5354,96,5,2,469,74304,469,74304,469,5,2737,2677,TCP-SYN
of:0000000000000004,Port#:3,291,6318996,23163,228,121,4,560,560,4,4,2,0,0,0,0,0,8,1692,1627,TCP-SYN
of:0000000000000008,Port#:2,201,19530,6314992,257,81,4,556,560,4,4,3,0,0,0,0,0,6,841,753,PortScan
of:000000000000000c,Port#:1,510,6340359,28959,221,266,3,320,320,3,5,2,0,0,0,0,0,6,291374,291253,PortScan
of:0000000000000004,Port#:3,449,48850,6369407,872,386,4,556,556,4,4,2,0,0,0,0,0,4,2239,2121,Blackhole
of:000000000000000a,Port#:2,10,856,7736,56,46,0,0,278,2,4,1,0,0,0,0,0,6,472,384,PortScan
of:000000000000000a,Port#:3,152,10705,6318720,331,86,0,0,278,2,5,1,0,0,0,0,0,6,1104,1012,Blackhole
of:0000000000000003,Port#:4,3118,170945,6558112,3853,993,96,5184,5744,100,4,1,502,158382,502,158382,502,8,9546,9425,TCP-SYN
of:0000000000000004,Port#:3,219775,24484645,30775959,219780,271,5430,294725,289564,5356,5,3,0,0,0,0,0,9,440266,440158,PortScan
of:0000000000000008,Port#:3,418,6329577,12633655,603,161,2,278,3563,48,5,2,337,6310964,337,6310964,337,6,1859,1750,TCP-SYN
of:0000000000000005,Port#:3,67,9148,9356,68,61,3,348,278,2,5,2,0,0,0,0,0,5,433,345,PortScan
of:0000000000000003,Port#:1,461,6337159,34959,301,304,2,278,280,2,5,5,0,0,0,0,0,4,2530,2374,Diversion
of:000000000000000c,Port#:1,4726,57083266,82288476,5297,3087,72,4898,278,2,5,3,0,0,0,0,0,6,13513,13350,Diversion
of:000000000000000a,Port#:2,1998,44177928,44391945,3553,2347,60,4237,4464459,115,5,2,0,0,0,0,0,6,15747,15616,Blackhole
of:0000000000000001,Port#:4,1169,25268251,12675407,1203,171,5,598,560,4,4,3,0,0,0,0,0,9979,2970,2868,Overflow
of:0000000000000004,Port#:3,10528,208449412,12896672,2814,2697,3,320,278,2,5,4,0,0,0,0,0,6,25998,25759,Diversion
of:000000000000000c,Port#:1,524,66454,64072,498,651,4,560,278,2,5,4,0,0,0,0,0,4,2651,2527,Blackhole
of:000000000000000b,Port#:2,185132,26731728,23988141,119745,1300,4,560,560,4,5,2,0,0,0,0,0,4,510548,510467,Normal
of:000000000000000c,Port#:2,3355,82013836,69618942,4657,2132,0,0,560,4,5,3,0,0,0,0,0,4,18920,18696,Diversion
of:0000000000000004,Port#:3,97,12897,6316257,270,96,3,320,320,3,4,1,0,0,0,0,0,6,51356,51251,PortScan
of:0000000000000003,Port#:4,5787,101136284,25464471,2821,2296,4,556,556,4,5,4,0,0,0,0,0,6,14714,14587,Blackhole
of:0000000000000009,Port#:3,86,11659,11381,84,81,4,556,556,4,5,2,0,0,0,0,0,9,82789,82694,PortScan
of:0000000000000009,Port#:1,2525,149822,22874,173,201,96,5330,320,3,5,2,0,0,0,0,0,7,3886,3781,TCP-SYN
of:0000000000000001,Port#:1,1857,37876713,44296053,2836,1326,0,0,278,2,5,1,0,0,0,0,0,6,8910,8790,Blackhole
of:0000000000000003,Port#:2,3263,69424200,82296646,5433,3077,0,0,556,4,5,3,0,0,0,0,0,4,21664,21441,Diversion
of:000000000000000c,Port#:3,1536,25283474,6328628,365,226,46,3458,278,2,5,1,0,0,0,0,0,8,115368,115258,PortScan
of:0000000000000002,Port#:1,2917,50612625,38075888,3591,1736,4,560,280,2,5,2,0,0,0,0,0,4,8690,8613,Blackhole
of:000000000000000a,Port#:4,2333,6421988,6440594,2469,161,92,4968,5248,94,5,1,491,6412279,491,6412279,491,10,9641,9536,TCP-SYN
of:0000000000000003,Port#:2,467,12615161,6339247,551,176,0,0,278,2,5,2,0,0,0,0,0,8,185936,185834,PortScan
of:000000000000000a,Port#:4,209639,36522700,27374,207,251,12039,651405,280,2,5,5,0,0,0,0,0,10,419885,419780,PortScan
of:0000000000000002,Port#:1,922,18950829,6344802,592,241,59,4317,3808106,100,5,3,433290,6303286,433290,6303286,433290,8,253921,253814,PortScan
of:0000000000000001,Port#:1,1275,6370698,6370357,1271,66,103,6055,6017,102,5,3,550,48978,550,48978,550,8,3196,3106,TCP-SYN
of:000000000000000a,Port#:2,3121,69415088,69603412,4475,2092,73,4818,5776422,138,5,2,402,6678,402,6678,402,8,9051,8892,Diversion
of:0000000000000003,Port#:3,4325,44468186,44453265,4104,2856,4,556,556,4,5,3,0,0,0,0,0,606,19156,19028,Blackhole
of:0000000000000003,Port#:3,989,61320,6357240,1053,71,99,5516,5516,99,5,3,480,6346183,480,6346183,480,12,4379,4297,TCP-SYN
of:000000000000000a,Port#:2,4655,100983787,107543638,6656,2836,0,0,280,2,5,2,0,0,0,0,0,5,26152,26023,Blackhole
of:0000000000000004,Port#:2,809,18929986,12903290,1233,382,0,0,322,3,5,2,0,0,0,0,0,8,3646,3545,Overflow
of:0000000000000009,Port#:3,356,32894,6327912,404,146,5,598,7548,110,4,1,0,0,0,0,0,5,1023,921,PortScan
